unode dx dy f11 f12 f21 f22
11250 -0.0958967 0.0377194 0.906516 0.788637 -0.035486 1.04186
11251 -0.0918804 0.0532379 0.898133 0.793754 -0.0773932 1.07423
11252 -0.0444056 0.0919814 0.877409 0.751509 -0.100113 1.04747
11253 -0.0236302 0.118405 0.859844 0.744493 -0.124413 1.0412
11254 0.0124089 0.187544 0.838716 0.719944 -0.181934 1.01705
11255 0.009069 0.15906 0.843216 0.718817 -0.159285 1.02831
11256 0.00682093 0.213344 0.833595 0.735337 -0.211257 1.01973
11257 -0.00328725 0.166538 0.840349 0.740883 -0.176114 1.04011
11258 0.0181933 0.233578 0.815134 0.74445 -0.229194 1.01546
11259 -0.0102088 0.167493 0.834814 0.758605 -0.178206 1.04098
11260 0.0224079 0.237555 0.806802 0.750333 -0.244382 1.03173
11261 0.0184889 0.166249 0.820641 0.736354 -0.181658 1.0469
11262 0.0470935 0.276845 0.791656 0.736122 -0.265557 1.00518
11263 0.0257766 0.197316 0.809017 0.742314 -0.211666 1.04399
11264 -0.155115 -0.0355372 0.784133 0.727501 -0.207065 1.07463
11265 -0.154941 -0.0331972 0.785705 0.727255 -0.244203 1.07174
11266 -0.165305 -0.0491189 0.775062 0.742572 -0.178476 1.09359
11267 -0.161691 -0.0545754 0.752646 0.737981 -0.266813 1.10413
11268 -0.183397 -0.0654829 0.748821 0.769803 -0.200136 1.11755
11269 -0.180765 -0.0843746 0.717539 0.767507 -0.273322 1.14862
11270 -0.206875 -0.0454388 0.690684 0.807192 -0.197433 1.08725
11271 -0.147765 -0.0725765 0.708986 0.719575 -0.251725 1.12954
11272 -0.120477 -0.163467 0.680929 0.682145 -0.354998 1.27125
11273 -0.140644 -0.00183204 0.626116 0.716974 -0.376016 1.03764
11274 -0.140766 -0.19624 0.652024 0.714325 -0.43415 1.32666
11275 -0.148643 -0.121275 0.740196 0.714906 -0.0943931 1.17729
11276 -0.176675 -0.0853569 0.792625 0.748893 -0.197425 1.1383
11277 -0.213673 -0.0304506 0.864627 0.792293 -0.142204 1.05078
11278 -0.19791 -0.0164373 0.848868 0.771671 -0.193985 1.03837
11279 -0.170247 -0.0234653 0.847256 0.731672 -0.160917 1.04321
11280 -0.163692 0.00229675 0.832763 0.724731 -0.218527 1.01581
11281 -0.147 0.0231357 0.856874 0.695978 -0.205323 0.983101
11282 -0.136917 0.0389449 0.856232 0.681581 -0.229557 0.964802
11283 -0.142104 0.0449603 0.893079 0.681459 -0.214082 0.952799
11284 -0.134065 0.0491675 0.898119 0.668719 -0.222745 0.948567
11285 -0.127372 0.0449528 0.922758 0.653253 -0.191124 0.947394
11286 -0.131488 0.0479591 0.930923 0.657284 -0.179116 0.939993
11287 -0.134968 0.0396119 0.946114 0.65856 -0.14207 0.94266
11288 -0.142178 0.0453097 0.960933 0.665251 -0.131941 0.931608
11289 -0.164835 0.0439721 1.00921 0.684884 -0.0933704 0.922887
11290 -0.178937 0.0545647 1.03077 0.699274 -0.0793274 0.903362
11291 -0.20728 0.0596539 1.08588 0.72404 -0.0430648 0.885107
11292 -0.227022 0.080322 1.11138 0.744966 -0.0453792 0.855716
11293 -0.261545 0.0999254 1.15763 0.780358 -0.0379946 0.824866
11294 -0.276104 0.1363 1.16392 0.799622 -0.0721735 0.783369
11295 -0.288836 0.154855 1.20944 0.802507 -0.0863101 0.761282
11296 -0.277178 0.175488 1.19003 0.79263 -0.115897 0.741759
11297 -0.256109 0.18781 1.19696 0.759544 -0.130505 0.729196
11298 -0.206849 0.170818 1.15925 0.702283 -0.146844 0.760031
11299 -0.16922 0.167664 1.13929 0.655396 -0.153691 0.767186
11300 -0.106182 0.145455 1.07147 0.591059 -0.183674 0.81127
11301 -0.0661843 0.144906 1.03335 0.548811 -0.261059 0.8442
11302 -0.0497915 0.131666 0.963169 0.554915 -0.276225 0.869559
11303 -0.0721152 0.232549 0.926818 0.603752 -0.418589 0.785665
11304 -0.110463 0.207362 1.04191 0.607682 -0.389766 0.809423
11305 0.0551368 0.0197166 0.98153 0.394832 -0.0160641 0.910301
11306 0.0848581 -0.0446422 0.950198 0.366345 -0.00965306 1.00078
11307 0.157157 -0.117347 0.922115 0.274734 0.0700807 1.06787
11308 0.283162 -0.122565 1.08748 0.00967403 0.472364 0.876721
11309 0.344403 -0.128408 1.18382 -0.128333 0.570488 0.835401
11310 0.535485 -0.17259 0.827468 -0.22142 0.97993 0.689178
11311 0.214395 -0.265527 1.11015 0.0995165 0.973238 0.836403
11312 -0.0713966 -0.342103 0.874939 0.643087 0.277376 1.32324
11313 0.00396849 -0.273987 0.502462 0.738975 0.00186517 1.37627
11314 -0.224144 -0.413875 0.732193 0.941201 0.133956 1.50494
11315 -0.363089 -0.483398 1.07554 0.946948 0.544519 1.37156
11316 -0.103033 -0.258889 1.25396 0.464414 0.656038 0.979955
11317 -0.309444 -0.272548 1.37681 0.691522 0.623425 1.01925
11318 -0.466892 -0.308868 1.30892 0.961747 0.549105 1.1172
11319 -0.458304 -0.275107 1.29608 0.956914 0.470478 1.11691
11320 -0.361088 -0.217353 1.22348 0.861 0.404596 1.07449
11321 -0.389802 -0.197104 1.24723 0.887399 0.369323 1.0678
11322 -0.357359 -0.212659 1.21526 0.861019 0.388781 1.07767
11323 -0.430998 -0.136765 1.28537 0.921076 0.322646 1.01132
11324 -0.407188 -0.0559843 1.26508 0.900041 0.248351 0.944001
11325 -0.434538 -0.0200884 1.25132 0.949427 0.18625 0.934653
11326 -0.376874 0.0381188 1.17186 0.921004 0.102954 0.908271
11327 -0.379363 0.0818864 1.13403 0.951587 0.0264 0.899032
11328 -0.326408 0.141588 1.07526 0.91688 -0.0559547 0.87169
11329 -0.329712 0.16693 1.0608 0.932339 -0.107792 0.872895
11330 -0.293808 0.194161 1.01126 0.91685 -0.145521 0.861395
11331 -0.318931 0.215413 0.998634 0.962927 -0.168326 0.847774
11332 -0.306927 0.22094 0.9668 0.969905 -0.169587 0.840655
11333 -0.333697 0.250274 0.983198 0.996092 -0.198534 0.820537
11334 -0.305211 0.227372 0.977707 0.958945 -0.191191 0.848056
11335 -0.329641 0.244512 0.985011 0.988596 -0.201466 0.831397
11336 -0.30832 0.231521 0.960198 0.977782 -0.182988 0.835192
11337 -0.355616 0.258272 0.985941 1.02541 -0.201572 0.811615
11338 -0.35242 0.251119 0.981826 1.02411 -0.19242 0.814353
11339 -0.381902 0.262432 1.00694 1.04563 -0.198145 0.802791
11340 -0.371034 0.246454 1.00424 1.03212 -0.181363 0.811594
11341 -0.379342 0.26571 1.02529 1.02586 -0.191828 0.792662
11342 -0.385573 0.242941 1.03633 1.02518 -0.171516 0.807881
11343 -0.366108 0.247042 1.02856 1.00374 -0.170605 0.801049
11344 -0.416183 0.247784 1.05195 1.0556 -0.161823 0.792042
11345 -0.423087 0.269227 1.05274 1.06485 -0.170926 0.769156
11346 -0.454985 0.260122 1.06362 1.10128 -0.159498 0.771852
11347 -0.491564 0.25677 1.11569 1.10558 -0.145273 0.763346
11348 -0.500106 0.266969 1.12304 1.11097 -0.158259 0.760809
11349 -0.498306 0.263815 1.14182 1.09022 -0.147088 0.754675
11350 -0.463424 0.243164 1.11129 1.069 -0.139111 0.776943
11351 -0.446781 0.21161 1.11829 1.03787 -0.103599 0.78808
11352 -0.478521 0.168723 1.10086 1.10136 -0.0857935 0.832618
11353 -0.557885 0.193517 1.11847 1.19931 -0.0761185 0.786961
11354 -0.510592 0.144246 1.12597 1.12276 -0.0504355 0.83218
11355 -0.447871 0.0114415 1.10402 1.05404 0.0373328 0.935145
11356 -0.578251 -0.270871 1.2375 1.1048 0.291969 1.08082
11357 -0.517234 -0.250676 1.32596 0.923148 0.374215 0.96497
11358 -0.953461 -0.320252 1.49989 1.37251 0.3445 1.09741
11359 -0.386951 -0.0893586 0.9201 1.16869 0.04582 1.08142
11360 -0.307133 0.0120939 0.711396 1.27953 -0.110417 1.10395
11361 -0.432716 -0.0175081 0.819524 1.34423 -0.0752547 1.10858
11362 -0.483973 -0.418711 0.930645 1.29603 0.216187 1.36963
11363 -0.622025 -0.243541 1.04312 1.37102 0.168548 1.16822
11364 -0.616733 -0.569029 1.10684 1.29149 0.409922 1.36935
11365 -0.604966 -0.44525 1.132 1.24564 0.3634 1.24164
11366 -0.650052 -0.498678 1.1942 1.2397 0.432887 1.23968
11367 -0.574625 -0.487621 1.17486 1.1526 0.41602 1.24292
11368 -0.472753 -0.468459 1.151 1.03264 0.421193 1.20962
11369 -0.507824 -0.503076 1.16365 1.06862 0.434246 1.24424
11370 -0.472976 -0.408676 1.14599 1.03929 0.375204 1.1777
11371 -0.391696 -0.418312 1.09689 0.980433 0.346584 1.22641
11372 -0.312388 -0.302711 1.06617 0.902636 0.272655 1.14857
11373 -0.254555 -0.279609 1.02382 0.870751 0.221982 1.17765
11374 -0.237135 -0.202135 1.01557 0.855722 0.17524 1.12308
11375 -0.181311 -0.153317 0.968161 0.834032 0.102169 1.14402
11376 -0.14328 -0.0704789 0.950927 0.800504 0.0637676 1.07208
11377 -0.0870873 -0.0405309 0.909289 0.772048 0.000466279 1.1096
11378 -0.0932941 -0.00134677 0.917319 0.770677 -0.0193401 1.07807
11379 -0.030427 0.0627091 0.867283 0.744321 -0.0894613 1.07613
11380 -0.0420159 0.0901613 0.876446 0.749161 -0.0967762 1.04578
11381 -0.0374071 0.123197 0.8652 0.757272 -0.145314 1.0618
11382 -0.0363048 0.108774 0.85819 0.765089 -0.138795 1.07424
11383 -0.00383108 0.234451 0.836152 0.74746 -0.212974 0.991262
11384 -0.0153472 0.125685 0.847011 0.749444 -0.161388 1.07953
11385 0.0297891 0.248912 0.821675 0.718415 -0.225122 0.987486
11386 0.0198734 0.179339 0.827409 0.725048 -0.202351 1.05731
11387 0.0291184 0.220719 0.821624 0.719623 -0.212582 1.01147
11388 0.0222455 0.228461 0.817136 0.735975 -0.235984 1.033
11389 0.0321975 0.208181 0.812814 0.727623 -0.213734 1.03134
11390 0.0362516 0.186638 0.80238 0.73664 -0.213138 1.06157
11391 0.038619 0.194519 0.801365 0.734703 -0.215441 1.0536
11392 -0.140217 -0.0281733 0.778214 0.706218 -0.219649 1.06411
11393 -0.14816 -0.0667733 0.795836 0.717569 -0.198888 1.1195
11394 -0.152751 -0.0341564 0.759028 0.724792 -0.188624 1.07248
11395 -0.194995 -0.0785731 0.781232 0.784956 -0.249701 1.13808
11396 -0.193675 -0.0414747 0.731753 0.785026 -0.196065 1.08292
11397 -0.206012 -0.0637364 0.738849 0.802462 -0.303829 1.12027
11398 -0.175429 -0.0477176 0.710306 0.760265 -0.15462 1.08836
11399 -0.150246 -0.0526024 0.711266 0.723996 -0.37366 1.11052
11400 -0.139525 -0.253079 0.632797 0.71514 -0.210961 1.38609
11401 -0.253845 -0.0635393 0.611933 0.881261 -0.392422 1.12995
11402 -0.287289 -0.0286483 0.561379 0.934942 -0.578616 1.10074
11403 -0.229428 -0.0930962 0.79187 0.82465 -0.12169 1.13974
11404 -0.182062 -0.048945 0.787691 0.757063 -0.241781 1.0914
11405 -0.163004 -0.051596 0.823906 0.724409 -0.142684 1.08148
11406 -0.125527 -0.0476582 0.801828 0.67396 -0.172727 1.08021
11407 -0.147204 -0.000123929 0.843927 0.698381 -0.192586 1.01499
11408 -0.142587 0.0148619 0.853945 0.689914 -0.236662 1.00109
11409 -0.1375 0.0221657 0.854647 0.682379 -0.233088 0.989921
11410 -0.132946 0.0290633 0.865746 0.673621 -0.237196 0.980771
11411 -0.128167 0.0393207 0.872084 0.665384 -0.231843 0.964931
11412 -0.127568 0.0384724 0.895345 0.659413 -0.226266 0.964961
11413 -0.116073 0.0390776 0.914092 0.638524 -0.201612 0.958433
11414 -0.108709 0.0377979 0.9434 0.620841 -0.183542 0.955876
11415 -0.118208 0.0524353 0.969848 0.62778 -0.166412 0.930525
11416 -0.141557 0.0645495 0.999626 0.653468 -0.146762 0.907906
11417 -0.162002 0.0749032 1.02257 0.676547 -0.119152 0.885499
11418 -0.188894 0.0849834 1.06559 0.702983 -0.0991663 0.865291
11419 -0.206922 0.0941509 1.09835 0.719241 -0.0759663 0.845278
11420 -0.230205 0.108544 1.14774 0.737566 -0.067174 0.821852
11421 -0.236833 0.128779 1.17617 0.738016 -0.0739317 0.794955
11422 -0.246668 0.146869 1.20434 0.742884 -0.0941444 0.77562
11423 -0.231125 0.163041 1.19751 0.722741 -0.106874 0.756769
11424 -0.204599 0.150001 1.17832 0.691485 -0.115605 0.778582
11425 -0.1948 0.154953 1.18585 0.67458 -0.137801 0.779587
11426 -0.16857 0.147517 1.14918 0.65071 -0.141869 0.791896
11427 -0.157573 0.139677 1.11924 0.646458 -0.171519 0.814715
11428 -0.161024 0.159497 1.0537 0.677778 -0.216378 0.804296
11429 -0.19052 0.196872 1.06053 0.717339 -0.262216 0.769387
11430 -0.200507 0.290629 1.00917 0.753476 -0.386619 0.687208
11431 -0.183787 0.193998 0.963611 0.749282 -0.329558 0.80187
11432 -0.0214156 -0.000171418 0.832121 0.574165 -0.21308 1.02941
11433 -0.05996 -0.148773 0.983992 0.560487 0.0919228 1.10421
11434 -0.0341909 -0.24762 0.814108 0.602871 0.0607254 1.26118
11435 0.0499626 -0.317712 0.810234 0.483788 0.0718387 1.35687
11436 0.115676 -0.269374 0.813925 0.387813 0.220223 1.21498
11437 0.17737 -0.201222 1.06318 0.174471 0.47565 0.989086
11438 -0.00383615 -0.64944 1.27187 0.328059 1.42305 1.14913
11439 -0.043606 -0.333037 1.42448 0.306558 1.14862 0.841017
11440 0.101012 -0.241382 1.08684 0.281054 0.668475 0.966936
11441 -0.122859 -0.245928 0.895565 0.707198 0.220616 1.21798
11442 -0.213995 -0.257587 0.63994 0.979923 -0.0383748 1.37817
11443 -0.330089 -0.31816 0.923858 0.985885 0.27203 1.28945
11444 -0.290344 -0.358619 1.21333 0.762306 0.588968 1.16478
11445 -0.418256 -0.310815 1.38448 0.845332 0.631565 1.07022
11446 -0.580756 -0.410292 1.36408 1.09169 0.606382 1.22859
11447 -0.34765 -0.255206 1.20372 0.854365 0.411955 1.1246
11448 -0.389487 -0.223262 1.26351 0.877119 0.39735 1.08785
11449 -0.389993 -0.210802 1.20562 0.914319 0.376348 1.08319
11450 -0.490646 -0.134861 1.31269 0.989717 0.329208 1.0044
11451 -0.527453 -0.104775 1.32807 1.03209 0.29128 0.985776
11452 -0.443014 -0.060919 1.28124 0.941646 0.243412 0.954641
11453 -0.418041 -0.0124249 1.24626 0.92927 0.173109 0.932684
11454 -0.34695 0.0296403 1.15731 0.888489 0.0983575 0.923794
11455 -0.343462 0.116709 1.12661 0.9051 -0.00440018 0.870711
11456 -0.310714 0.13659 1.07699 0.893473 -0.049538 0.874296
11457 -0.293495 0.193776 1.0359 0.898442 -0.119994 0.843076
11458 -0.263145 0.191899 1.00475 0.877835 -0.137679 0.858778
11459 -0.241307 0.217188 0.991505 0.856422 -0.175068 0.850283
11460 -0.239613 0.210155 0.993376 0.852629 -0.18131 0.865119
11461 -0.24547 0.231412 0.988188 0.865066 -0.199449 0.848482
11462 -0.275501 0.235778 0.984698 0.910955 -0.192999 0.8372
11463 -0.280777 0.250808 0.973257 0.927593 -0.199545 0.820791
11464 -0.290013 0.248843 0.984165 0.932121 -0.199192 0.823339
11465 -0.288691 0.252882 0.990334 0.925222 -0.204695 0.821986
11466 -0.297181 0.252619 1.00073 0.928909 -0.200796 0.819129
11467 -0.306946 0.257388 0.999302 0.944216 -0.199196 0.810931
11468 -0.334461 0.260296 1.00746 0.976913 -0.194248 0.802575
11469 -0.34968 0.263227 1.01351 0.993594 -0.191381 0.79588
11470 -0.383777 0.269804 1.03163 1.02688 -0.185729 0.781522
11471 -0.380239 0.257371 1.03616 1.01795 -0.16758 0.783345
11472 -0.402656 0.266555 1.05925 1.02967 -0.173816 0.775664
11473 -0.413715 0.278971 1.07874 1.02797 -0.177599 0.761262
11474 -0.404906 0.276892 1.07987 1.01426 -0.175445 0.762294
11475 -0.40568 0.255239 1.08755 1.00839 -0.152987 0.77269
11476 -0.41042 0.231089 1.08945 1.0134 -0.133477 0.788967
11477 -0.411669 0.23446 1.09095 1.01388 -0.141835 0.792148
11478 -0.445649 0.188339 1.11826 1.03636 -0.100145 0.818363
11479 -0.425779 0.199671 1.10733 1.0184 -0.107424 0.809206
11480 -0.419126 0.140064 1.11841 0.997923 -0.0628417 0.851082
11481 -0.373785 0.119601 1.0933 0.957731 -0.0595651 0.877168
11482 -0.437099 0.0420639 1.10689 1.03512 0.00965852 0.919113
11483 -0.467229 -0.0393398 1.14585 1.03869 0.0887157 0.955911
11484 -0.628238 -0.247458 1.27668 1.1359 0.284601 1.05435
11485 -0.677637 -0.191307 1.3616 1.11863 0.275932 0.98264
11486 -0.603638 -0.221096 1.34738 1.0269 0.333579 0.965763
11487 -0.401202 -0.120993 1.10792 0.989865 0.120345 1.04811
11488 -0.212801 -0.204085 0.768922 1.08182 0.0168353 1.27801
11489 -0.437231 -0.0896095 0.886242 1.27737 0.0142505 1.11639
11490 -0.422617 -0.457096 0.936793 1.20114 0.260747 1.37445
11491 -0.490524 -0.386236 1.01655 1.2104 0.256428 1.27744
11492 -0.577083 -0.375884 1.10187 1.23936 0.280947 1.23498
11493 -0.432563 -0.532527 1.08987 1.0452 0.418574 1.30508
11494 -0.411082 -0.520404 1.08371 1.02153 0.425156 1.27969
11495 -0.531131 -0.459382 1.16396 1.10189 0.396015 1.22588
11496 -0.472661 -0.50891 1.13524 1.05132 0.430146 1.25738
11497 -0.346879 -0.457151 1.09518 0.917562 0.381771 1.2399
11498 -0.318012 -0.442059 1.08285 0.890616 0.383906 1.21568
11499 -0.315068 -0.337379 1.06835 0.903789 0.284477 1.18413
11500 -0.256902 -0.330868 1.03878 0.855819 0.284433 1.17513
11501 -0.185574 -0.238205 0.992215 0.810106 0.191359 1.15518
11502 -0.169948 -0.221196 0.986991 0.793983 0.178814 1.14639
11503 -0.112468 -0.118174 0.94317 0.765718 0.0757643 1.12596
11504 -0.102542 -0.132441 0.941287 0.753776 0.0876552 1.13179
11505 -0.0519741 0.0435438 0.894227 0.740546 -0.0595692 1.06461
11506 -0.0476244 -0.0480442 0.902609 0.723595 0.0119359 1.10533
11507 -0.0120233 0.103417 0.875154 0.707659 -0.128422 1.06768
11508 -0.01186 0.0404072 0.879919 0.701226 -0.0628148 1.07344
11509 0.0528147 0.177577 0.826078 0.678555 -0.180863 1.03015
11510 0.0230328 0.161524 0.853916 0.684759 -0.169128 1.0383
11511 0.0165884 0.111546 0.85728 0.689344 -0.126176 1.05224
11512 0.0476449 0.238854 0.82812 0.683914 -0.247794 1.03286
11513 0.0201854 0.123442 0.843607 0.702382 -0.142968 1.05657
11514 0.0477153 0.248846 0.817976 0.697859 -0.252695 1.02627
11515 0.0303629 0.125297 0.83444 0.700087 -0.151624 1.06447
11516 0.0660241 0.243901 0.804588 0.69035 -0.259359 1.0437
11517 0.0443713 0.203573 0.827642 0.68921 -0.194554 1.01099
11518 0.0709278 0.199665 0.798767 0.691812 -0.222213 1.05571
11519 0.0331736 0.160473 0.820884 0.714657 -0.197153 1.07636
11520 -0.135674 -0.0305382 0.794224 0.699746 -0.220663 1.06752
11521 -0.145812 -0.0576412 0.806227 0.714132 -0.152873 1.10586
11522 -0.159451 -0.0385557 0.785276 0.733828 -0.193519 1.079
11523 -0.143272 -0.0660369 0.762188 0.711574 -0.234289 1.11955
11524 -0.158639 -0.0688538 0.763275 0.733364 -0.152724 1.12028
11525 -0.178965 -0.0743795 0.719588 0.764518 -0.308729 1.13599
11526 -0.196645 -0.0566465 0.723171 0.789459 -0.153961 1.10156
11527 -0.199755 -0.1095 0.706613 0.794957 -0.265481 1.1837
11528 -0.181302 -0.0878546 0.679409 0.770883 -0.367662 1.16262
11529 -0.184329 0.0295019 0.629486 0.779998 -0.314971 0.989746
11530 -0.132296 -0.280846 0.634101 0.705416 -0.488547 1.45008
11531 -0.159865 -0.171537 0.707908 0.735367 -0.054987 1.24298
11532 -0.181761 -0.0451551 0.749502 0.761491 -0.267242 1.08982
11533 -0.194098 -0.0300823 0.809975 0.77055 -0.177285 1.05605
11534 -0.185733 -0.020855 0.810944 0.758607 -0.222839 1.04955
11535 -0.167585 -0.00715561 0.832347 0.7293 -0.21311 1.02847
11536 -0.149797 0.0124808 0.823593 0.705522 -0.24311 1.00568
11537 -0.136231 0.0206649 0.834256 0.684241 -0.237743 0.993034
11538 -0.132716 0.0239455 0.853991 0.675378 -0.251528 0.991067
11539 -0.124937 0.0369222 0.873054 0.660353 -0.243263 0.970891
11540 -0.141006 0.0457918 0.894849 0.678448 -0.232373 0.955885
11541 -0.157542 0.0618549 0.918158 0.696637 -0.213042 0.928582
11542 -0.185714 0.0751252 0.948543 0.729429 -0.195155 0.90536
11543 -0.206709 0.0870525 0.989375 0.748995 -0.18242 0.885182
11544 -0.225304 0.0934482 1.03468 0.763435 -0.15997 0.870235
11545 -0.234297 0.100177 1.06013 0.769168 -0.135062 0.853864
11546 -0.253079 0.108036 1.10435 0.783242 -0.11251 0.836289
11547 -0.271763 0.12222 1.14007 0.799173 -0.0997217 0.812354
11548 -0.292785 0.132092 1.17895 0.817057 -0.0892284 0.795123
11549 -0.297854 0.1481 1.18596 0.82193 -0.0984557 0.775322
11550 -0.290773 0.154057 1.19197 0.809853 -0.101683 0.767927
11551 -0.293056 0.159072 1.20571 0.808447 -0.115913 0.765586
11552 -0.281052 0.162703 1.18066 0.800168 -0.116878 0.76084
11553 -0.299319 0.161839 1.18019 0.826244 -0.12428 0.764716
11554 -0.325011 0.166968 1.15453 0.872279 -0.130736 0.759824
11555 -0.322604 0.191044 1.13793 0.875327 -0.167989 0.739895
11556 -0.345726 0.203725 1.12981 0.911328 -0.217117 0.741131
11557 -0.305163 0.307623 1.06482 0.880057 -0.350641 0.647642
11558 -0.311366 0.0362236 1.01683 0.908745 -0.168304 0.957856
11559 -0.0735458 9.77395e-05 0.822605 0.653367 -0.140293 0.997349
11560 -0.177102 -0.135463 0.800701 0.810355 -0.174848 1.20541
11561 -0.0563574 -0.151373 0.88241 0.601917 0.0913632 1.10834
11562 -0.261217 -0.342316 0.98271 0.847254 0.228041 1.3171
11563 -0.21033 -0.320623 0.84031 0.842005 0.143349 1.3262
11564 -0.275565 -0.492392 0.869951 0.920446 0.262838 1.51294
11565 -0.0370964 -0.503571 0.731597 0.649667 0.318285 1.50141
11566 -0.0652205 -0.643535 1.17458 0.465864 1.22866 1.24094
11567 0.0683183 -0.367943 1.32957 0.197384 1.04309 0.946585
11568 0.0112915 -0.205732 1.39559 0.243441 0.859192 0.813908
11569 -0.126074 -0.0822393 1.22983 0.530651 0.410721 0.880835
11570 -0.221309 -0.247669 0.830624 0.886409 0.222224 1.22019
11571 -0.398534 -0.229946 0.725973 1.19619 0.00586181 1.31583
11572 -0.228229 -0.17663 1.17263 0.699102 0.412445 1.00742
11573 -0.157461 -0.283553 1.30991 0.519552 0.668326 1.01055
11574 -0.161326 -0.237487 1.25485 0.557532 0.552589 1.01397
11575 -0.390226 -0.18731 1.266 0.876637 0.394211 1.03842
11576 -0.397308 -0.170725 1.26321 0.888356 0.379177 1.0242
11577 -0.455833 -0.107056 1.26349 0.971945 0.303818 0.981086
11578 -0.474179 -0.105068 1.27782 0.989133 0.295372 0.983697
11579 -0.449202 -0.0766568 1.25019 0.971689 0.254846 0.969694
11580 -0.477074 -0.0463885 1.22668 1.02706 0.210204 0.956229
11581 -0.446827 0.00716938 1.18569 1.01188 0.14243 0.925669
11582 -0.460373 0.0877699 1.14588 1.05873 0.042642 0.879299
11583 -0.393783 0.106572 1.09904 0.996734 -0.00370866 0.884767
11584 -0.321764 0.154826 1.05597 0.924842 -0.0900322 0.877101
11585 -0.26372 0.164904 1.02819 0.862198 -0.123628 0.886885
11586 -0.246958 0.193774 0.999566 0.859299 -0.168104 0.878283
11587 -0.227997 0.196453 0.975749 0.850083 -0.166197 0.873057
11588 -0.29106 0.246162 0.971536 0.943059 -0.191849 0.821594
11589 -0.293756 0.245489 0.977425 0.942537 -0.187147 0.818936
11590 -0.308331 0.269143 0.99701 0.948201 -0.216303 0.807856
11591 -0.29845 0.25818 0.990184 0.939507 -0.202515 0.812655
11592 -0.301435 0.265258 0.996532 0.938714 -0.213967 0.811684
11593 -0.312204 0.257166 0.997035 0.953697 -0.199192 0.811248
11594 -0.347782 0.284393 1.01101 0.99284 -0.215676 0.786032
11595 -0.332092 0.266363 1.01451 0.9676 -0.19858 0.797522
11596 -0.346582 0.272058 1.02896 0.976118 -0.203684 0.79373
11597 -0.360185 0.271471 1.03869 0.987184 -0.188172 0.781307
11598 -0.368974 0.275772 1.05675 0.984087 -0.19408 0.780282
11599 -0.368704 0.271099 1.05056 0.989114 -0.18003 0.774693
11600 -0.390911 0.272315 1.06283 1.00987 -0.180678 0.773521
11601 -0.402008 0.267229 1.07726 1.01269 -0.171953 0.772902
11602 -0.394185 0.24078 1.08086 0.998225 -0.153491 0.793765
11603 -0.392899 0.230994 1.09127 0.986891 -0.143944 0.798892
11604 -0.381687 0.217351 1.09473 0.967709 -0.134013 0.809125
11605 -0.377274 0.201133 1.10799 0.948886 -0.124782 0.823494
11606 -0.357153 0.187759 1.10254 0.925289 -0.107 0.825797
11607 -0.335135 0.139673 1.09937 0.896876 -0.0733976 0.861821
11608 -0.305796 0.118758 1.08542 0.868735 -0.0577513 0.876501
11609 -0.331149 0.0411087 1.09806 0.892365 0.00699027 0.923114
11610 -0.360338 -0.0156955 1.12299 0.908928 0.0584785 0.952664
11611 -0.409087 -0.13279 1.19018 0.910637 0.192174 0.984628
11612 -0.440429 -0.184365 1.24288 0.9015 0.258454 0.990637
11613 -0.474997 -0.255173 1.30425 0.887636 0.351936 0.995279
11614 -0.470731 -0.264062 1.29744 0.888618 0.334757 1.02573
11615 -0.453636 -0.228845 1.22109 0.94403 0.28511 1.02783
11616 -0.280691 -0.370214 0.930281 1.00609 0.166593 1.35326
11617 -0.19534 -0.260044 0.826191 0.996255 0.088578 1.28049
11618 -0.348997 -0.309247 0.96048 1.06907 0.161549 1.2715
11619 -0.372356 -0.347798 1.00161 1.05751 0.237499 1.24284
11620 -0.525223 -0.456499 1.10849 1.1564 0.349389 1.27397
11621 -0.510499 -0.509962 1.09723 1.1481 0.387343 1.30762
11622 -0.490105 -0.483622 1.12393 1.089 0.404696 1.25059
11623 -0.317703 -0.517162 1.06141 0.914986 0.419604 1.2814
11624 -0.410054 -0.444506 1.11728 0.981983 0.387252 1.21534
11625 -0.356911 -0.509981 1.08221 0.947057 0.41439 1.27693
11626 -0.289081 -0.413817 1.05732 0.879825 0.347379 1.21854
11627 -0.20595 -0.361533 1.01355 0.813315 0.296317 1.20476
11628 -0.206194 -0.320124 1.01513 0.811781 0.262577 1.18602
11629 -0.180049 -0.260811 0.983769 0.812339 0.186573 1.19338
11630 -0.132776 -0.188866 0.965722 0.767029 0.152423 1.13258
11631 -0.0705949 -0.140085 0.919067 0.735818 0.0755687 1.15752
11632 -0.0441468 -0.055425 0.909846 0.709733 0.0351297 1.0872
11633 -0.0218958 -0.0617715 0.888739 0.704451 -0.0112113 1.15413
11634 -0.00302126 0.0750869 0.875472 0.69438 -0.0797181 1.046
11635 -0.0183819 0.0270098 0.875055 0.716651 -0.077093 1.11087
11636 0.0230497 0.14126 0.859264 0.677985 -0.158673 1.05328
11637 0.00854753 0.116234 0.864802 0.691475 -0.145213 1.07136
11638 0.045507 0.157578 0.841081 0.669841 -0.175761 1.05269
11639 0.0419951 0.16958 0.832382 0.686254 -0.18156 1.04304
11640 0.058729 0.199922 0.831552 0.663662 -0.210796 1.03885
11641 0.0461174 0.14607 0.838829 0.671788 -0.163881 1.05244
